Index,Lact#,DIM,DaysSBrd,DaysTilNxtHt,DaysTilDue,DaysDry,Repr,DIM_Tst,Milk,Fat%,Pro%,SCCAct,Proj305MEM,Rat,Stat,Brd,Merit$,HfrMerit$
3593,2,97,26,17,255,,,96,94,2.5,3,,23058,D,2,HO,151,
3594,2,3,,,,,,2,,,,,,,2,HO,197,
3595,2,5,,,,,,4,44,,,,,,2,HO,231,
3596,2,19,,,,,,18,124,,,,,,2,HO,254,
3597,2,20,,,,,,19,96,,,,,,2,HO,174,
3598,2,84,12,10,269,,,83,,,,,18184,E,2,HO,180,
3599,2,92,19,3,262,,,91,76,3.1,2.6,,28729,B,2,HO,117,
3600,2,21,,,,,,20,48,,,,,,2,HO,423,
3601,2,37,,,,,,36,114,4.1,3.5,,,,2,HO,284,
3602,2,21,,,,,,20,88,,,,,,2,HO,77,
3603,2,78,5,17,276,,,77,102,3.4,2.7,,28098,B,2,HO,120,
3604,2,50,,,,,,49,98,3.5,3.1,,,,2,HO,170,
3605,2,92,8,14,273,,,91,84,3.6,3.3,,27060,B,2,HO,288,
3606,2,89,19,3,262,,,88,114,3.9,3,,31254,A,2,HO,420,
3607,2,86,12,10,269,,,85,64,5.1,3,,21694,C,2,HO,203,
3608,1,433,119,,162,,P,432,40,4.7,3.7,,26540,B,6,HO,,
3609,1,405,249,,32,28,P,405,,,,,30140,B,1,HO,194,
3611,2,58,,,,,,57,100,3.8,2.9,,,,2,HO,290,
3612,2,88,12,10,269,,,87,80,3.3,3,,24296,C,2,HO,236,
3613,1,432,165,,116,,P,431,40,4.1,3.5,,26167,B,6,HO,256,
3614,2,51,,,,,,50,90,4.5,3.4,,,,2,JE,317,
3615,2,80,5,17,276,,,79,88,3.5,2.8,,26918,B,2,HO,253,
3616,2,21,,,,,,20,106,,,,,,2,HO,290,
3617,2,52,,,,,,51,84,2.6,3.3,,,,2,HO,268,
3618,2,65,,,,,,64,76,4.6,3.4,,23740,A,2,JE,291,
3620,2,72,,,,,,71,94,4.5,3.1,,27392,B,2,HO,173,
3621,2,78,5,17,276,,,77,84,2.6,3.1,,23651,D,2,HO,123,
3622,2,76,5,17,276,,,75,70,3.9,3.2,,19891,D,2,HO,227,
3623,2,82,12,10,269,,,81,92,3.5,2.7,,27974,B,2,HO,158,
3624,2,78,5,17,276,,,77,98,1.9,2.7,,26081,D,2,HO,181,
3625,2,61,,,,,,60,114,3.4,2.7,,,,2,HO,287,
3626,2,55,,,,,,54,80,4.4,3.2,,,,2,HO,,204
3627,2,40,,,,,,39,88,3.8,3.8,,,,2,HO,174,
3628,2,12,,,,,,11,84,,,,,,2,HO,,251
3629,2,73,,,,,,72,96,4,3,,25979,B,2,HO,312,
3630,2,47,,,,,,46,104,3.1,2.7,,,,2,HO,141,
3631,1,424,187,,94,,P,423,40,3,3.3,,26937,C,6,HO,105,
3633,2,71,,,,,,70,88,4.7,2.7,,27672,A,2,HO,285,
3634,2,70,,,,,,69,82,3.4,2.8,,23230,D,2,HO,303,
3635,2,72,,,,,,71,96,2.9,2.8,,27269,C,2,HO,104,
3636,2,65,,,,,,64,104,3.2,2.8,,27873,C,2,HO,142,
3637,2,75,5,17,276,,,74,92,3.4,3.2,,25674,C,2,HO,232,
3638,2,67,,,,,,66,88,3.1,2.9,,25511,C,2,HO,250,
3639,2,59,,,,,,58,88,3.5,2.9,,,,2,HO,42,
3640,2,62,,,,,,61,88,2.5,2.8,,30667,B,2,HO,320,
3641,2,64,,,,,,63,110,3.1,3.5,,28698,B,2,HO,312,
3642,2,71,,,,,,70,90,3.4,2.9,,28321,B,2,HO,35,
3643,2,44,,,,,,43,106,4.5,3.2,,,,2,HO,283,
3644,2,27,,,,,,26,88,,,,,,2,HO,101,
3645,2,68,,,,,,67,102,3.7,3.2,,26922,B,2,HO,371,
3646,2,69,,,,,,68,80,3.3,2.9,,25786,C,2,HO,247,
3647,2,68,,,,,,67,110,3.8,2.9,,29718,A,2,HO,279,
3648,2,61,,,,,,60,96,3.9,2.8,,,,2,HO,234,
3649,2,55,,,,,,54,98,3.4,2.8,,,,2,HO,98,
3650,2,58,,,,,,57,100,2.7,2.9,,,,2,HO,194,
3653,2,44,,,,,,43,98,3.6,3.2,,,,2,HO,241,
3654,2,64,,,,,,63,84,3.4,2.7,,27457,B,2,HO,249,
3655,2,65,,,,,,64,108,3.6,3.1,,28740,B,2,HO,278,
3656,1,407,,,,,C,406,40,4.4,3.6,,35078,A,6,HO,176,
3657,1,406,,,,,C,405,52,4,3,,30392,A,6,HO,266,
3658,2,45,,,,,,44,120,2.9,3.2,,,,2,HO,209,
3659,2,128,12,10,269,,,127,66,4.5,3.4,,22914,C,2,HO,159,
3660,1,404,201,,80,,P,403,64,4.8,3.5,,31159,A,6,HO,211,
3661,2,47,,,,,,46,76,,,,,,2,JE,239,
3662,1,402,165,,116,,P,401,66,3.8,3.5,,33422,A,6,HO,,
3663,1,402,168,,113,,P,401,66,4.2,3.4,,32250,A,6,HO,240,
3664,1,373,233,,50,28,P,373,,,,,22314,A,1,XX,157,
3665,2,48,,,,,,47,92,4,3.2,,,,2,HO,222,
3666,2,32,,,,,,31,92,,,,,,2,HO,94,
3667,1,397,,,,,C,396,40,4.3,3.4,,32174,A,6,HO,264,
3669,2,44,,,,,,43,92,5.2,3.2,,,,2,HO,212,
3670,1,349,266,,15,56,P,349,,,,,27661,C,1,HO,153,
3672,2,36,,,,,,35,110,4.2,4,,,,2,HO,452,
3674,1,384,187,,94,,P,383,72,3.9,3.3,,37899,A,6,HO,174,
3675,2,28,,,,,,27,96,,,,,,2,HO,219,
3676,2,45,,,,,,44,100,5,3.3,,,,2,HO,267,
3678,1,339,262,,19,42,P,339,,,,,30311,A,1,HO,285,
3679,2,23,,,,,,22,98,,,,,,2,HO,237,
3680,1,379,,,,,C,378,56,3.4,3.4,,22221,D,6,HO,116,
3681,1,379,197,,84,,P,378,80,3.5,3.2,,36820,A,6,HO,346,
3682,2,35,,,,,,34,94,4.5,4.3,,,,2,HO,145,
3683,1,378,3,19,278,,,377,64,4.2,3.6,,29135,B,6,HO,252,
3685,2,6,,,,,,5,72,,,,,,2,HO,121,
3686,1,377,152,,129,,P,376,56,3.9,3.2,,28376,B,6,HO,242,
3687,1,342,251,,30,35,P,342,,,,,29501,B,1,HO,241,
3688,1,341,251,,30,35,P,341,,,,,28729,B,1,HO,475,
3689,2,31,,,,,,30,108,,,,,,2,XX,52,
3691,2,28,,,,,,27,116,,,,,,2,HO,244,
3692,2,49,,,,,,48,46,4.2,3.4,,,,2,HO,173,
3693,1,374,197,,86,,P,373,36,4.1,3.5,,26308,A,6,XX,163,
3694,2,37,,,,,,36,72,4.6,4,,,,2,HO,279,
3696,1,332,262,,19,42,P,332,,,,,27304,B,1,HO,275,
3697,2,21,,,,,,20,90,,,,,,2,HO,98,
3698,2,25,,,,,,24,84,,,,,,2,HO,171,
3699,1,373,168,,113,,P,372,56,3.5,3,,30092,B,6,HO,212,
3700,1,373,,,,,C,372,54,4,3.5,,23888,A,6,JE,,191
3701,2,5,,,,,,4,40,,,,,,2,JE,260,
3702,1,372,,,,,C,371,56,3.4,2.9,,32446,A,6,HO,,
3703,2,27,,,,,,26,96,,,,,,2,HO,,
3704,2,18,,,,,,17,98,,,,,,2,HO,76,
3705,2,20,,,,,,19,90,,,,,,2,HO,147,
3706,2,13,,,,,,12,88,,,,,,2,HO,178,
3707,1,313,260,,21,56,P,313,,,,,26339,C,1,HO,213,
3708,2,10,,,,,,9,88,,,,,,2,HO,203,
3709,1,367,33,10,248,,,366,64,6.4,3.7,,25011,C,6,HO,244,
3710,1,315,265,,16,49,P,315,,,,,29567,B,1,HO,114,
3712,1,313,271,,10,49,P,313,,,,,28937,C,1,HO,117,
3713,1,318,264,,17,42,P,318,,,,,28951,B,1,HO,267,
3714,1,303,272,,9,56,P,303,,,,,28027,B,1,HO,79,
3715,1,331,250,,31,28,P,331,,,,,23234,D,1,HO,296,
3716,2,8,,,,,,7,64,,,,,,2,HO,323,
3717,1,358,182,,99,,P,357,44,5.9,3.1,,27442,B,6,HO,99,
3718,2,23,,,,,,22,64,,,,,,2,HO,156,
3719,1,352,207,,74,,P,351,44,5,4.7,,26603,B,6,HO,78,
3720,1,317,256,,25,35,P,317,,,,,24514,C,1,HO,202,
3721,1,318,256,,25,35,P,318,,,,,30373,B,1,HO,188,
3722,2,4,,,,,,3,52,,,,,,2,HO,283,
3723,2,6,,,,,,5,20,,,,,,2,HO,203,
3724,2,14,,,,,,13,68,,,,,,2,JE,,257
3725,1,298,278,,3,56,P,298,,,,,28117,B,1,HO,235,
3727,1,353,222,,59,,P,352,56,4.5,3.5,,30897,B,6,HO,209,
3728,1,339,236,,45,14,P,339,,,,,25448,C,1,HO,316,
3729,1,295,278,,3,56,P,295,,,,,22486,D,1,HO,161,
3730,1,351,,,,,C,350,66,4.3,3.5,,28971,A,6,XX,386,
3731,1,295,278,,3,56,P,295,,,,,23283,C,1,HO,296,
3732,1,350,189,,92,,P,349,50,3.5,3.1,,28083,B,6,HO,126,
3734,2,17,,,,,,16,76,,,,,,2,HO,153,
3735,2,4,,,,,,3,34,,,,,,2,XX,100,
3736,1,348,,,,,C,347,44,3.7,3.3,,18839,E,6,HO,95,
3738,1,347,119,,162,,P,346,52,4.6,3,,27332,B,6,HO,27,
3739,1,347,218,,65,,P,346,40,3.6,3.3,,20979,B,6,XX,518,
3740,1,346,203,,78,,P,345,46,3.4,3.1,,25772,B,6,HO,181,
3741,1,346,211,,70,,P,345,6,3.4,3,,27201,C,6,HO,239,
3742,1,311,255,,26,35,P,311,,,,,32346,A,1,HO,118,
3743,2,19,,,,,,18,36,,,,,,2,HO,218,
3744,1,324,237,,44,21,P,324,,,,,29727,B,1,HO,3,
3745,1,295,271,,10,49,P,295,,,,,23402,D,1,HO,145,
3747,1,335,229,,52,7,P,335,,,,,21286,E,1,HO,180,
3749,1,340,180,,101,,P,339,52,4.4,3.2,,26448,C,6,HO,208,
3751,1,339,222,,59,,P,338,64,4.3,3.2,,28683,B,6,HO,337,
3753,1,296,264,,17,42,P,296,,,,,27553,B,1,HO,172,
3754,1,338,20,2,261,,,337,68,3.4,3.4,,34365,A,6,HO,228,
3755,1,337,219,,62,,P,336,20,4.7,3.5,,21774,D,6,HO,288,
3756,1,295,260,,21,42,P,295,,,,,24705,C,1,HO,201,
3758,1,336,219,,62,,P,335,50,4.3,3.4,,24263,D,6,HO,175,
3759,1,293,264,,17,42,P,293,,,,,21656,D,1,HO,86,
3760,1,293,264,,17,42,P,293,,,,,20952,E,1,HO,77,
3761,1,313,240,,41,21,P,313,,,,,28054,C,1,HO,252,
3762,1,334,185,,96,,P,333,36,3.9,3.3,,18824,E,6,HO,25,
3763,1,312,240,,41,21,P,312,,,,,27579,C,1,HO,268,
3764,1,333,146,,135,,P,332,70,4.4,3.6,,28852,B,6,HO,280,
3765,1,298,257,,24,35,P,298,,,,,22338,D,1,HO,,2
3767,1,275,237,,44,56,P,275,,,,,19668,E,1,HO,168,
3768,1,290,258,,23,42,P,290,,,,,30278,B,1,HO,174,
3770,1,296,257,,24,35,P,296,,,,,29893,A,1,HO,365,
3771,1,330,,,,,C,329,28,4.4,3.4,,24994,D,6,HO,7,
3772,1,316,235,,46,14,P,316,,,,,28934,A,1,HO,377,
3774,1,328,,,,,C,327,56,3.2,3.2,,28547,C,6,HO,129,
3775,1,313,234,,47,14,P,313,,,,,24183,D,1,HO,72,
3776,1,290,251,,30,35,P,290,,,,,24468,C,1,HO,261,
3777,1,325,191,,90,,P,324,46,4.3,4,,25804,C,6,HO,213,
3778,1,325,,,,,C,324,80,4,3,,24805,C,6,HO,71,
3780,1,296,250,,31,28,P,296,,,,,31487,A,1,HO,350,
3783,1,320,53,,228,,P,319,60,3.5,3.2,,27040,B,6,HO,307,
3786,1,317,211,,70,,P,316,60,5.1,3.1,,27824,B,6,HO,185,
3787,1,315,200,,81,,P,314,32,3.9,3.2,,20537,E,6,HO,87,
3788,1,293,243,,38,21,P,293,,,,,25271,C,1,HO,212,
3789,1,313,221,,60,,P,312,68,3.8,3.7,,30504,A,6,HO,310,
3790,1,311,198,,85,,P,310,48,3.3,3,,22377,B,6,XX,61,
3791,1,297,236,,45,14,P,297,,,,,25814,C,1,HO,339,
3792,1,309,137,,144,,P,308,56,3.3,3,,24868,C,6,HO,8,
3794,1,309,141,,140,,P,308,64,4.5,3.5,,31465,A,6,HO,351,
3796,1,294,236,,45,14,P,294,,,,,26654,C,1,HO,318,
3797,1,293,236,,45,14,P,293,,,,,25555,C,1,HO,290,
3798,1,307,198,,83,,P,306,74,3.9,2.9,,27345,B,6,HO,255,
3799,1,306,215,,66,,P,305,44,3.8,3.1,,28459,C,6,HO,229,
3800,1,285,240,,41,21,P,285,,,,,23980,C,1,HO,271,
3802,1,304,185,,96,,P,303,38,5.7,3.9,,21949,C,6,HO,285,
3803,1,304,83,,198,,P,303,64,4.4,2.9,,31086,A,6,HO,112,
3804,1,297,229,,52,7,P,297,,,,,29873,C,1,HO,283,
3806,1,296,229,,52,7,P,296,,,,,26666,B,1,HO,237,
3807,1,293,229,,52,7,P,293,,,,,20415,E,1,HO,175,
3808,1,299,166,,115,,P,298,70,3.7,3,,29841,A,6,HO,353,
3809,1,298,97,,186,,P,297,40,4,3.7,,21579,B,6,XX,277,
3810,1,297,201,,80,,P,296,43.4,4.4,3.4,,25111,C,6,HO,348,
3811,1,295,222,,59,,P,294,42.6,3.4,2.9,,22693,D,6,HO,135,
3812,1,295,181,,100,,P,294,80,3.3,3.6,,30360,B,6,HO,239,
3813,1,293,164,,117,,P,292,76,3.7,2.6,,28447,B,6,HO,226,
3814,1,293,35,8,246,,,292,64,3.8,3.3,,30122,A,6,HO,377,
3815,1,292,222,,59,,P,291,80,4,3,,35485,A,6,HO,234,
3816,1,291,96,,185,,P,290,56,3.9,3.7,,20536,E,6,HO,214,
3817,1,291,153,,128,,P,290,62,3.9,3.3,,29769,A,6,HO,284,
3818,1,290,185,,96,,P,289,68,3.5,2.9,,27511,B,6,HO,299,
3819,1,262,193,,88,28,P,262,,,,,17321,E,1,HO,254,
3821,1,286,215,,66,,P,285,48,2.7,3.2,,24295,D,6,HO,162,
3822,1,287,215,,66,,P,286,60,3.8,3.1,,23543,D,6,HO,190,
3823,1,285,215,,66,,P,284,70,3,2.9,,26803,C,6,HO,152,
3825,1,283,89,,192,,P,282,56,4.3,3.4,,22514,D,6,HO,,208
3826,1,282,40,3,241,,,281,48,4.5,3.1,,24056,D,6,HO,146,
3827,1,281,10,12,271,,,280,48,4.3,3.9,,25671,B,6,HO,385,
3828,1,281,203,,78,,P,280,60,4,3.1,,29480,B,6,HO,291,
3830,1,280,143,,140,,P,279,60,4.2,3.5,,21680,B,6,XX,221,
3831,1,279,137,,144,,P,278,48,4.2,3.2,,21946,D,6,HO,215,
3832,1,278,207,,74,,P,277,28,3.7,2.9,,18522,E,6,HO,140,
3833,1,278,208,,73,,P,277,52,4.3,3.4,,23113,D,6,HO,80,
3834,1,277,201,,80,,P,276,48,5.2,3.8,,20302,D,6,HO,286,
3835,1,275,162,,119,,P,274,60,3.3,2.6,,24128,D,6,HO,,
3836,1,274,201,,80,,P,273,48,3.8,3.4,,21812,E,6,HO,82,
3837,1,274,104,,177,,P,273,58,3.9,3.8,,21148,D,6,HO,248,
3838,1,273,201,,80,,P,272,60,4.3,3.4,,23908,D,6,HO,215,
3839,1,272,201,,82,,P,271,64,3.7,3.1,,26567,A,6,XX,,175
3840,1,272,185,,96,,P,271,52,5,4.2,,20680,D,6,HO,155,
3841,1,271,117,,164,,P,270,52,4.8,3.1,,19589,E,6,HO,162,
3842,1,271,139,,142,,P,270,56,4.1,3.1,,21057,D,6,HO,185,
3843,1,270,23,20,258,,,269,64,3.3,2.9,,24430,C,6,HO,210,
3844,1,269,195,,86,,P,268,64,3.1,3,,24061,D,6,HO,,
3845,1,268,194,,87,,P,267,50,3.8,3.4,,20610,D,6,HO,301,
3846,1,267,194,,87,,P,266,32,3.8,2.9,,28273,B,6,HO,244,
3847,1,267,156,,125,,P,266,60,3.9,2.9,,26356,C,6,HO,15,
3848,1,267,46,,235,,P,266,62,3.5,3,,23552,D,6,HO,348,
3849,1,267,155,,126,,P,266,68,4.1,3.4,,26912,B,6,HO,358,
3851,1,271,201,,80,,P,270,58,3,2.7,,26653,C,6,HO,175,
3852,1,265,194,,87,,P,264,60,3.7,2.9,,26697,B,6,HO,278,
3853,1,265,194,,87,,P,264,56,4.2,3.7,,28681,C,6,HO,,-9
3854,1,264,195,,86,,P,263,60,4.5,4.1,,23616,C,6,HO,205,
3855,1,264,136,,145,,P,263,56,3.8,3.4,,26808,B,6,HO,304,
3856,1,263,43,0,238,,,262,64,3.9,3.3,,30666,A,6,HO,260,
3857,1,262,187,,96,,P,261,,,,,23041,B,6,XX,,118
3858,1,259,17,5,264,,,258,52,3.8,3,,25933,C,6,HO,370,
3859,1,257,187,,94,,P,256,40,3.3,3.5,,20344,E,6,HO,200,
3860,1,256,180,,101,,P,255,44,4,3.1,,20424,E,6,HO,132,
3861,1,255,2,20,279,,,254,42,3.5,3.1,,22566,D,6,HO,159,
3862,1,253,140,,141,,P,252,70,4.2,3.6,,26902,B,6,HO,277,
3863,1,252,160,,121,,P,251,66,3.7,3.4,,27718,B,6,HO,278,
3864,1,251,180,,103,,P,250,62,4.1,3.3,,23348,B,6,XX,,265
3865,1,250,180,,103,,P,249,58,4.8,3.6,,24295,A,6,XX,,249
3866,1,250,,,,,C,249,46,3.6,3.3,,22842,D,6,HO,145,
3867,1,249,173,,108,,P,248,60,3.5,3.3,,22694,D,6,HO,207,
3868,1,249,118,,163,,P,248,58,2.5,3,,23810,D,6,HO,,-41
3869,1,249,173,,108,,P,248,56,3.8,3.3,,22195,D,6,HO,201,
3870,1,248,93,,188,,P,247,60,4.1,3.3,,21009,D,6,HO,164,
3871,1,248,173,,108,,P,247,50,3.4,3.7,,22770,D,6,HO,165,
3872,1,247,173,,108,,P,246,56,3.6,2.8,,23809,D,6,HO,70,
3873,1,247,173,,108,,P,246,64,3.9,3.2,,24252,C,6,HO,294,
3874,1,246,173,,108,,P,245,72,3.9,3.2,,25545,C,6,HO,277,
3875,1,246,173,,108,,P,245,42,3.2,3.1,,19442,E,6,HO,274,
3876,1,246,34,9,247,,,245,68,4.1,3.7,,27510,C,6,HO,102,
3877,1,246,173,,108,,P,245,56,3.6,3.2,,24314,D,6,HO,325,
3878,1,246,149,,132,,P,245,56,4.4,2.9,,24595,C,6,HO,222,
3879,1,246,173,,108,,P,245,64,5,3.6,,25719,B,6,HO,216,
3880,1,245,173,,108,,P,244,74,2.8,3.3,,27357,C,6,HO,301,
3881,1,245,173,,108,,P,244,50,4.5,3.2,,20042,D,6,HO,236,
3882,1,245,173,,108,,P,244,56,4.7,3.9,,21697,D,6,HO,157,
3883,1,245,113,,168,,P,244,40,3.3,3.5,,19116,E,6,HO,221,
3885,1,243,174,,107,,P,242,60,3.3,3.4,,24823,C,6,HO,561,
3886,1,243,152,,129,,P,242,68,3.9,3,,29863,A,6,HO,,395
3887,1,242,164,,117,,P,241,52,3.4,2.8,,18268,E,6,HO,27,
3888,1,242,170,,113,,P,241,56,3.7,3.2,,26667,A,6,XX,,359
3889,1,242,166,,115,,P,241,56,1.9,2.9,,23205,D,6,HO,260,
3890,1,242,170,,111,,P,241,60,3.6,2.9,,26459,B,6,HO,327,
3891,1,241,11,11,270,,,240,43.8,4.1,3.4,,23676,C,6,HO,164,
3892,1,241,34,9,247,,,240,72,3.4,3,,26953,C,6,HO,367,
3893,1,241,25,18,256,,,240,36,4.1,3.6,,23328,C,6,HO,347,
3894,1,240,16,6,265,,,239,44,3.7,3.2,,22692,D,6,HO,,303
3896,1,240,7,15,274,,,239,60,3.1,2.9,,27603,C,6,HO,280,
3897,1,240,110,,171,,P,239,64,3.9,3.3,,29062,B,6,HO,,229
3898,1,239,148,,133,,P,238,56,4.3,3.4,,22004,D,6,HO,146,
3899,1,238,23,20,258,,,237,80,3.2,3.3,,30169,A,6,HO,341,
3900,1,238,12,10,269,,,237,70,2.9,3.2,,27332,C,6,HO,111,
3901,1,238,166,,115,,P,237,78,4.7,3.7,,28722,B,6,HO,,
3902,1,237,166,,115,,P,236,52,4.8,3.4,,25039,C,6,HO,80,
3903,1,236,149,,132,,P,235,48,4.6,3.5,,22405,D,6,HO,276,
3904,1,236,2,20,279,,,235,58,4,3.3,,24120,C,6,HO,271,
3905,1,236,166,,115,,P,235,76,4,3.9,,30250,A,6,HO,358,
3907,1,234,159,,122,,P,233,58,3.6,3.5,,21784,D,6,HO,210,
3908,1,233,53,11,,,N,232,64,3.9,3.6,,25256,A,6,XX,,147
3909,1,233,138,,143,,P,232,70,4.4,3.2,,26918,B,6,HO,407,
3910,1,232,159,,122,,P,231,52,4.5,3.8,,22074,D,6,HO,129,
3911,1,232,7,15,276,,,231,68,3.9,3.1,,27505,A,6,XX,,365
3912,1,231,159,,122,,P,230,80,4.7,3.1,,28331,B,6,HO,195,
3913,1,231,92,,189,,P,230,68,4.7,3.7,,25410,C,6,HO,211,
3914,1,230,73,,208,,P,229,72,3.3,3.3,,24693,C,6,HO,211,
3915,1,230,160,,131,,P,229,40,7.3,2.8,,22268,C,6,BS,22,
3916,1,230,134,,149,,P,229,52,4.9,3.6,,22300,B,6,XX,77,
3917,1,228,152,,129,,P,227,58,3.1,3,,22293,D,6,HO,388,
3918,1,227,124,,157,,P,226,64,3.9,3.3,,23000,D,6,HO,145,
3919,1,226,152,,129,,P,225,56,5.3,3.8,,21688,D,6,HO,189,
3920,1,224,12,10,269,,,223,84,3.5,3.5,,32344,A,6,HO,313,
3921,1,223,111,,170,,P,222,64,3,3.9,,23767,C,6,HO,242,
3922,1,222,152,,129,,P,221,68,4.1,3.2,,27280,B,6,HO,243,
3923,1,220,145,,136,,P,219,88,4.2,3.3,,30165,A,6,HO,289,
3924,1,218,145,,136,,P,217,66,3.2,2.9,,27141,C,6,HO,283,
3925,1,218,78,,203,,P,217,92,4.2,3.4,,31733,A,6,HO,259,
3926,1,217,22,0,259,,,216,72,3.6,3.4,,29431,B,6,HO,292,
3927,1,215,145,,136,,P,214,56,4.4,3.1,,25519,C,6,HO,260,
3928,1,212,138,,145,,P,211,80,4,3.3,,34913,A,6,XX,,304
3929,1,211,138,,143,,P,210,64,2.9,2.8,,24695,D,6,HO,270,
3930,1,210,16,6,265,,,209,62,3.5,3.3,,24241,D,6,HO,-23,
3931,1,210,59,,222,,P,209,88,2.9,3.1,,28206,C,6,HO,208,
3932,1,208,138,,143,,P,207,60,3.3,3,,23459,D,6,HO,62,
3933,1,206,131,,149,,P,205,56,3.6,3.1,,20784,C,6,JE,271,
3934,1,205,67,,214,,P,204,46,3.2,3.3,,23844,C,6,HO,315,
3935,1,206,46,,235,,P,205,92,4.1,3.9,,28797,C,6,HO,181,
3936,1,205,12,10,269,,,204,80,4.7,3.7,,29093,A,6,HO,207,
3937,1,205,63,,218,,P,204,40,3.6,3.4,,17462,E,6,HO,196,
3938,1,204,5,17,278,,,203,72,4.3,3.3,,25420,A,6,XX,,111
3939,1,203,46,,235,,P,202,68,3.6,2.9,,26502,C,6,HO,,152
3940,1,203,112,,168,,P,202,48,4.4,3.5,,24680,A,6,JE,217,
3941,1,203,50,,231,,P,202,46,4.6,3.6,,18971,E,6,HO,180,
3942,1,203,112,,169,,P,202,68,4.4,3.1,,26759,B,6,HO,291,
3943,1,202,131,,150,,P,201,46,3,3.1,,20936,E,6,HO,,232
3944,1,201,70,,211,,P,200,110,3,3.1,,30543,B,6,HO,233,
3945,1,201,107,,174,,P,200,70,3.5,3.1,,21119,D,6,HO,172,
3947,1,198,109,,172,,P,197,64,4.2,3.1,,23441,D,6,HO,181,
3948,1,198,2,20,279,,,197,44,3.9,3.5,,17642,E,6,HO,66,
3949,1,198,36,7,245,,,197,64,3.5,3.1,,24378,C,6,HO,140,
3950,1,197,68,,212,,P,196,36,4.4,3.5,,16675,D,6,JE,,111
3951,1,196,34,9,247,,,195,66,4.2,3.5,,28655,A,6,HO,194,
3953,1,194,103,,178,,P,193,50,4.1,3.1,,18358,E,6,HO,181,
3954,1,194,124,,157,,P,193,80,4.2,3.4,,24798,C,6,HO,264,
3955,1,191,12,10,269,,,190,84,3.7,3,,32551,A,6,HO,199,
3956,1,191,82,,199,,P,190,90.4,4.3,3.6,,29175,B,6,HO,233,
3957,1,191,99,,182,,P,190,42,5.2,3.1,,16037,E,6,HO,185,
3958,1,190,117,,164,,P,189,60,4.3,3.3,,25520,B,6,HO,,8
3960,1,185,110,,171,,P,184,60,4.5,3.6,,23447,C,6,HO,199,
3961,1,185,9,13,272,,,184,92,3.2,3.1,,32195,A,6,HO,357,
3962,1,184,12,10,271,,,183,60,3.8,3.4,,24291,A,6,XX,209,
3963,1,184,12,10,269,,,183,72,3.7,3.2,,27644,B,6,HO,,110
3964,1,182,74,,207,,P,181,62,3.8,3.5,,28836,A,6,HO,282,
3965,1,179,82,,199,,P,178,36,3.7,3.2,,17073,E,6,HO,70,
3966,1,178,103,,178,,P,177,68,3.7,3.2,,26397,B,6,HO,197,
3967,1,177,103,,178,,P,176,76,5.1,4,,28447,A,6,HO,249,
3968,1,177,50,,231,,P,176,68,2.8,3.2,,26452,C,6,HO,-125,
3969,1,173,59,,222,,P,172,72,3.9,3.3,,22800,C,6,HO,330,
3970,1,172,77,,204,,P,171,64,3.3,2.9,,26313,C,6,HO,,461
3971,1,172,40,3,241,,,171,72,3.9,3,,24365,C,6,HO,122,
3972,1,169,82,,199,,P,168,50,4.5,3.7,,19376,D,6,HO,181,
3973,1,169,37,6,244,,,168,60,3.2,2.8,,25393,C,6,HO,238,
3974,1,168,83,,198,,P,167,76,3,3.1,,30142,B,6,HO,305,
3976,1,166,82,,199,,P,165,64,3.3,3.2,,29156,A,6,HO,,275
3977,1,164,89,,192,,P,163,82,3,2.9,,26630,C,6,HO,,243
3978,1,163,63,,218,,P,162,72,3.7,3.1,,25398,C,6,HO,,206
3979,1,162,89,,192,,P,161,64,4.5,3.3,,22913,C,6,HO,,259
3980,1,162,82,,199,,P,161,44,3.6,2.8,,18694,E,6,HO,,102
3981,1,161,70,,211,,P,160,76,3.8,3.6,,30023,A,6,HO,101,
3982,1,161,89,,192,,P,160,68,4.2,3.9,,26867,B,6,HO,,133
3983,1,159,66,,215,,P,158,70,3.6,2.9,,25444,C,6,HO,,102
3984,1,159,70,,210,,P,158,52,3.9,2.9,,24554,A,6,JE,,116
3985,1,157,26,17,255,,,156,80,2.7,3.2,,27925,C,6,HO,,196
3986,1,156,82,,199,,P,155,64,3.5,3.6,,27429,B,6,HO,,38
3987,1,155,60,,221,,P,154,80,3.8,3.3,,26878,B,6,HO,,376
3988,1,155,82,,199,,P,154,64,3.6,2.9,,22977,D,6,HO,,294
3989,1,154,83,,198,,P,153,70,4,4.1,,24591,C,6,HO,,354
3990,1,155,63,,218,,P,154,72,3.7,3.2,,25853,C,6,HO,,396
3991,1,154,82,,199,,P,153,54,3.6,3.1,,23951,D,6,HO,,388
3992,1,152,8,14,273,,,151,72,3.5,3.1,,22989,D,6,HO,,119
3993,1,151,19,3,262,,,150,60,5.4,3.8,,24933,B,6,HO,,294
3994,1,150,75,,206,,P,149,88,4,3.3,,29439,A,6,HO,,152
3995,1,149,49,,232,,P,148,74,2,3,,24858,D,6,HO,,303
3996,1,147,10,12,271,,,146,64,4.3,3.6,,25081,C,6,HO,,171
3997,1,147,19,3,262,,,146,92,3.8,3.3,,27624,B,6,HO,,415
3998,1,146,75,,206,,P,145,80,3.3,2.8,,22634,D,6,HO,15,
